timestamp,event,client_ip,client_port,server_ip,server_port,duration_ms,bytes_sent,bytes_recv
2026-04-11 12:50:52.906,CONNECT,127.0.0.1,17350,100.72.95.36,1449,0,0,0
2026-04-11 12:50:52.941,DEVICE_CONNECT,100.72.95.36,1449,100.72.95.36,1449,0,0,0
2026-04-11 12:51:05.807,CONNECT,127.0.0.1,34377,100.72.95.36,1449,0,0,0
2026-04-11 12:51:05.839,DEVICE_CONNECT,100.72.95.36,1449,100.72.95.36,1449,0,0,0
2026-04-11 12:51:35.821,CLIENT_DISCONNECT,127.0.0.1,34377,100.72.95.36,1449,0,0,0
2026-04-11 12:51:35.963,CLOSE,127.0.0.1,34377,100.72.95.36,1449,30156,51,0
2026-04-11 12:52:36.964,CONNECT,127.0.0.1,4012,100.72.95.36,1449,0,0,0
2026-04-11 12:52:37.991,DEVICE_CONNECT,100.72.95.36,1449,100.72.95.36,1449,0,0,0
2026-04-11 12:52:48.020,CONNECT,127.0.0.1,17796,100.72.95.36,1449,0,0,0
2026-04-11 12:52:48.054,DEVICE_CONNECT,100.72.95.36,1449,100.72.95.36,1449,0,0,0
2026-04-11 12:53:06.973,CLIENT_DISCONNECT,127.0.0.1,4012,100.72.95.36,1449,0,0,0
2026-04-11 12:53:07.482,CLOSE,127.0.0.1,4012,100.72.95.36,1449,30518,95,0
2026-04-11 12:53:18.031,CLIENT_DISCONNECT,127.0.0.1,17796,100.72.95.36,1449,0,0,0
2026-04-11 12:53:18.156,CLOSE,127.0.0.1,17796,100.72.95.36,1449,30135,51,0
2026-04-11 12:55:19.570,CONNECT,127.0.0.1,8634,100.72.95.36,1449,0,0,0
2026-04-11 12:55:19.607,DEVICE_CONNECT,100.72.95.36,1449,100.72.95.36,1449,0,0,0
2026-04-11 12:55:23.577,CLIENT_DISCONNECT,127.0.0.1,8634,100.72.95.36,1449,0,0,0
2026-04-11 12:55:23.655,CLOSE,127.0.0.1,8634,100.72.95.36,1449,4084,754,61
2026-04-11 12:55:25.284,CONNECT,127.0.0.1,2151,100.72.95.36,1449,0,0,0
2026-04-11 12:55:25.315,DEVICE_CONNECT,100.72.95.36,1449,100.72.95.36,1449,0,0,0
2026-04-11 12:55:47.697,CLIENT_DISCONNECT,127.0.0.1,2151,100.72.95.36,1449,0,0,0
2026-04-11 12:55:47.774,CLOSE,127.0.0.1,2151,100.72.95.36,1449,22489,699,77245
2026-04-11 12:55:51.054,CONNECT,127.0.0.1,57637,100.72.95.36,1449,0,0,0
2026-04-11 12:55:51.090,DEVICE_CONNECT,100.72.95.36,1449,100.72.95.36,1449,0,0,0
2026-04-11 12:55:59.083,CLIENT_DISCONNECT,127.0.0.1,57637,100.72.95.36,1449,0,0,0
2026-04-11 12:55:59.267,CLOSE,127.0.0.1,57637,100.72.95.36,1449,8213,699,26772
2026-04-11 13:02:42.091,CONNECT,127.0.0.1,41044,100.72.95.36,1449,0,0,0
2026-04-11 13:02:42.118,DEVICE_CONNECT,100.72.95.36,1449,100.72.95.36,1449,0,0,0
