timestamp,event,client_ip,client_port,server_ip,server_port,duration_ms,bytes_sent,bytes_recv
2026-04-17 15:51:16.560,CONNECT,127.0.0.1,45399,100.72.95.36,1449,0,0,0
2026-04-17 15:51:16.574,DEVICE_CONNECT,100.72.95.36,1449,100.72.95.36,1449,0,0,0
2026-04-17 15:51:19.546,CONNECT,127.0.0.1,45420,100.72.95.36,1449,0,0,0
2026-04-17 15:51:19.551,DEVICE_CONNECT,100.72.95.36,1449,100.72.95.36,1449,0,0,0
2026-04-17 15:51:22.566,CLIENT_DISCONNECT,127.0.0.1,45420,100.72.95.36,1449,0,0,0
2026-04-17 15:51:22.613,CLOSE,127.0.0.1,45420,100.72.95.36,1449,3066,261,61
2026-04-17 15:51:36.567,CONNECT,127.0.0.1,5686,100.72.95.36,1449,0,0,0
2026-04-17 15:51:36.571,DEVICE_CONNECT,100.72.95.36,1449,100.72.95.36,1449,0,0,0
2026-04-17 15:51:39.589,CLIENT_DISCONNECT,127.0.0.1,5686,100.72.95.36,1449,0,0,0
2026-04-17 15:51:39.634,CLOSE,127.0.0.1,5686,100.72.95.36,1449,3067,261,61
2026-04-17 15:52:46.573,CLIENT_DISCONNECT,127.0.0.1,45399,100.72.95.36,1449,0,0,0
2026-04-17 15:52:46.822,CLOSE,127.0.0.1,45399,100.72.95.36,1449,90261,699,636470
